state,county,latitude,longitude,reachedPatientLimit
NY,ONTARIO,42.9041343,-77.2924801,Y
AL,DALE,31.4422846,-85.6649393,Y
AL,JEFFERSON,33.5041206,-86.8015549,Y
IL,LAKE,42.3059843,-87.8653933,Y
WA,KING,47.5631321,-122.3082573,Y
AK,SITKA,57.0566,-135.3471,Y
TN,SULLIVAN,36.5884864,-82.5710745,Y
OH,CLERMONT,39.1557363,-84.2579967,Y
CA,SOLANO,38.3565773,-121.9877444,Y
NY,SUFFOLK,40.9416658,-73.1042096,Y
TN,MCMINN,35.4403071,-84.5986617,Y
NY,NEW YORK,40.7537,-73.9992,N
TN,SULLIVAN,36.5505161,-82.5235937,Y
NV,ELKO,40.8482245,-115.7647541,Y
SD,MINNEHAHA,43.5068779,-96.7669654,N
PR,CAGUAS,18.2367139,-66.033728,Y
NE,MADISON,42.0281051,-97.385915,Y
PA,LEHIGH,40.5949683,-75.4913129,Y
FL,CHARLOTTE,26.9824934,-82.0975362,Y
MI,WAYNE,42.390764,-82.9822694,Y
NY,NASSAU,40.7703633,-73.5260756,Y
NY,WESTCHESTER,40.927964,-73.7521893,Y
MA,ESSEX,42.7118228,-71.1519479,Y
NC,BUNCOMBE,35.5922554,-82.5333976,Y
FL,POLK,28.0178004,-81.6315499,Y
PA,PHILADELPHIA,39.9711839,-75.1501384,Y
MA,HAMPDEN,42.106717,-72.625265,Y
MA,HAMPSHIRE,42.3516444,-72.4775442,Y
KY,FAYETTE,38.0311683,-84.5073963,Y
FL,SARASOTA,27.3722988,-82.53271,Y
CA,LOS ANGELES,33.9843394,-118.4368463,Y
FL,MIAMI-DADE,25.7436648,-80.431522,Y
CA,ALAMEDA,37.7163212,-122.1436021,Y
WV,RALEIGH,37.8026934,-81.167407,Y
GA,APPLING,31.7770229,-82.3513347,N
OK,OKLAHOMA,35.636884,-97.495125,Y
OH,LUCAS,41.6694648,-83.5415813,Y
VA,SALEM,37.2876872,-80.0406126,Y
CO,DENVER,39.7405265,-104.9357859,Y
NY,NEW YORK,40.7605809,-73.9870503,Y
CA,ALAMEDA,37.6321263,-122.0947953,Y
NY,KINGS,40.6188803,-74.0084408,Y
FL,MARION,29.061447,-82.4524689,Y
TX,LIBERTY,30.3385975,-95.086509,Y
NY,BRONX,40.883863,-73.879897,Y
LA,CONCORDIA,31.5722061,-91.4467725,Y
TX,COLLIN,33.19793,-96.6404708,Y
AZ,MARICOPA,33.4355461,-111.8449221,Y
OR,WASHINGTON,45.5298031,-122.842287,Y
NY,SUFFOLK,40.7487009,-73.325883,Y
NY,SUFFOLK,40.7301773,-73.1988695,Y
MI,MACOMB,42.4560184,-82.9362488,Y
FL,MARTIN,26.976406,-80.1029799,Y
AK,KETCHIKAN GATEWAY,55.3484119,-131.6763354,Y
CA,SAN BERNARDINO,34.0493567,-117.2455426,Y
OH,FRANKLIN,40.0916849,-82.993644,Y
CA,LOS ANGELES,34.0365569,-118.4502796,Y
NY,NASSAU,40.6553341,-73.6096962,Y
OH,ASHTABULA,41.8665037,-80.7791079,Y
VA,HENRICO,37.620586,-77.556192,Y
FL,ORANGE,28.4710106,-81.401298,Y
OR,WASHINGTON,45.517519,-122.7983597,Y
NY,ROCKLAND,41.0468083,-73.9690267,Y
CA,SAN BERNARDINO,34.0593879,-117.2886805,Y
FL,PALM BEACH,26.3683064,-80.1289321,Y
RI,PROVIDENCE,41.8700113,-71.3764068,Y
AL,JEFFERSON,33.4053867,-86.8113781,Y
IN,HAMILTON,39.9514785,-86.2848096,Y
TN,LAKE,36.3705803,-89.4698646,Y
TX,DENTON,33.2148412,-97.1330683,Y
CA,SAN DIEGO,33.1627977,-117.3464294,Y
NY,DUTCHESS,41.7448501,-73.8272745,Y
NC,BUNCOMBE,35.4720028,-82.5207294,Y
MA,WORCESTER,42.3005653,-71.6080857,Y
MD,ANNE ARUNDEL,39.180048,-76.607668,Y
AZ,PIMA,32.1813041,-110.9680923,Y
NY,WAYNE,43.0612695,-77.0300891,Y
GA,COBB,33.9136221,-84.4673446,Y
NY,NASSAU,40.653447,-73.5858859,Y
NY,NASSAU,40.7745724,-73.7015369,Y
MO,SAINT LOUIS CITY,38.5908723,-90.2264951,Y
LA,LAFAYETTE,30.183643,-92.014962,Y
IL,DUPAGE,41.8636851,-87.9504606,Y
FL,ORANGE,28.5286752,-81.3118753,Y
WA,KING,47.7505608,-122.1521138,Y
CA,STANISLAUS,37.6898042,-121.0095574,Y
MO,TANEY,36.6633442,-93.2262744,Y
TX,HARRIS,29.7965837,-95.3666806,Y
CA,ORANGE,33.8045502,-117.8823462,Y
CT,FAIRFIELD,41.1427067,-73.2543748,Y
CA,LOS ANGELES,34.073782,-118.380448,Y
WI,MILWAUKEE,43.1152168,-88.0587117,Y
CA,SAN JOAQUIN,37.9848849,-121.355552,Y
IN,ST JOSEPH,41.718379,-86.2507579,Y
CA,FRESNO,36.8443799,-119.7560404,Y
CA,KERN,35.3783,-119.0133,Y
WA,BENTON,46.2159394,-119.2222806,Y
NY,KINGS,40.6933254,-73.9909517,Y
NH,HILLSBOROUGH,42.7652942,-71.4679597,Y
CO,ADAMS,39.8497144,-104.9882878,Y
VA,HAMPTON CITY,37.0148085,-76.3323279,Y
VA,CHESAPEAKE CITY,36.7798713,-76.2388724,Y
NJ,BURLINGTON,39.9734538,-74.9750359,Y
NY,NASSAU,40.7571387,-73.6918024,Y
MD,BALTIMORE CITY,39.2881982,-76.6251932,Y
NY,QUEENS,40.7887117,-73.6473511,Y
OH,SUMMIT,41.1139026,-81.5099654,Y
MI,MACOMB,42.6856877,-82.956289,Y
CA,ORANGE,33.7615981,-117.854156,Y
NY,SUFFOLK,40.893643,-73.3087836,Y
OH,STARK,40.8510976,-81.4284462,Y
UT,UTAH,40.0112017,-111.6437378,Y
NY,SUFFOLK,40.8119249,-73.0866884,Y
CA,LOS ANGELES,33.9744398,-118.2247479,Y
AZ,MARICOPA,33.4807964,-111.9605631,Y
FL,SUFFOLK,42.3347978,-71.0732987,Y
WI,SHEBOYGAN,43.7555463,-87.7125664,Y
NC,NEW HANOVER,34.2103894,-77.8868117,Y
MA,PLYMOUTH,42.0844836,-71.0202031,Y
OH,GREENE,39.7890131,-84.0499837,Y
NY,SUFFOLK,41.1034326,-72.3592501,Y
MS,PANOLA,34.3087341,-89.9349175,Y
AR,WASHINGTON,36.1740606,-94.2115383,Y
HI,HONOLULU,21.2770925,-157.7863744,Y
FL,PALM BEACH,26.683682,-80.2508633,Y
NV,CLARK,36.2037046,-115.2474087,Y
NY,QUEENS,40.6867397,-73.8378872,Y
NY,ERIE,42.4443908,-79.3223502,Y
KY,CAMPBELL,38.9685499,-84.3912635,Y
FL,LEE,26.5395778,-81.8427355,Y
NJ,MONMOUTH,40.2267404,-74.0068533,Y
PA,PHILADELPHIA,39.9267294,-75.1696315,Y
PA,NORTHAMPTON,40.63166,-75.3748518,Y
CA,LOS ANGELES,34.1410833,-118.0915441,Y
MI,WAYNE,42.2968757,-83.2467952,Y
CT,FAIRFIELD,41.1163889,-73.4169485,Y
NY,MIDDLESEX,40.4118119,-74.1415346,Y
CA,SAN DIEGO,33.0508951,-116.854453,Y
MA,BRISTOL,41.6367632,-70.9536583,Y
NY,NEW YORK,40.8425117,-73.9444143,Y
ME,ANDROSCOGGIN,44.1017676,-70.1990529,Y
TX,JEFFERSON,29.9564759,-93.9876035,Y
TX,JOHNSON,32.4823442,-97.377698,Y
TX,GAINES,32.7209142,-102.6534248,Y
AK,JUNEAU,58.331,-134.4651,Y
OH,CUYAHOGA,41.4871005,-81.707453,Y
MA,BRISTOL,41.9717959,-71.1769018,Y
FL,MONROE,24.568184,-81.7512502,Y
NE,DOUGLAS,41.2100715,-95.947542,Y
CA,ORANGE,33.6553737,-117.9064776,Y
CA,LOS ANGELES,34.2800089,-118.4587997,Y
GA,FULTON,33.919886,-84.349739,Y
PA,CHESTER,40.0325817,-75.6274583,Y
MO,,38.6735787,-90.2871083,Y
CT,NEW HAVEN,41.3108182,-72.9432731,Y
CA,SAN DIEGO,32.7950723,-117.1558247,Y
IL,MACON,39.8267332,-88.9324817,Y
OK,COMANCHE,34.6096007,-98.4325594,Y
NV,CLARK,36.1605529,-115.2427914,Y
MO,DUNKLIN,36.2362522,-90.0423159,Y
CT,NEW HAVEN,41.3861992,-72.9005143,Y
TX,TARRANT,32.8964629,-97.0974896,Y
OH,CUYAHOGA,41.4483271,-81.5374139,Y
CA,FRESNO,36.7511775,-119.7991988,Y
MD,MONTGOMERY,39.0562931,-76.9553881,Y
MI,WAYNE,42.326327,-83.27205,Y
GA,TOOMBS,32.2131019,-82.4055226,Y
NV,CLARK,36.1131681,-115.1227498,Y
FL,DUVAL,30.2589684,-81.5876661,Y
WA,KING,47.6581857,-122.3183191,Y
FL,PINELLAS,28.0795221,-82.7498591,Y
NY,NEW YORK,40.7676111,-73.9844176,Y
UT,SALT LAKE,40.7623667,-111.8668146,Y
FL,LEON,30.4754434,-84.2348361,Y
NY,SUFFOLK,40.7265143,-73.2462505,Y
PA,CHESTER,40.0213621,-75.6512662,Y
TX,HARRIS,29.7382312,-95.4577346,Y
AR,WHITE,35.2522621,-91.7036371,Y
NM,SAN MIGUEL,35.5972788,-105.2153273,Y
NJ,ATLANTIC,39.4624967,-74.4934692,Y
TN,SHELBY,35.1383089,-90.0026957,Y
NY,KINGS,40.716359,-73.94528,Y
MA,HAMPDEN,42.111011,-72.5632757,Y
NJ,MIDDLESEX,40.5813964,-74.454738,Y
TX,HARRIS,29.7170771,-95.4593519,Y
FL,LEE,26.3954912,-81.8086867,Y
FL,COLLIER,26.09602,-81.73634,Y
GA,STEPHENS,34.5784104,-83.3162756,Y
GA,CHATHAM,32.000531,-81.1031043,Y
OH,LORAIN,41.4517093,-82.0354225,Y
VA,PRINCE WILLIAM,38.7780309,-77.6489144,Y
PA,CENTRE,40.8106495,-77.7125997,Y
VT,FRANKLIN,44.9177384,-73.1252902,Y
NM,SANTA FE,35.6261008,-106.0267768,Y
OH,LUCAS,41.7039159,-83.6947949,Y
VA,CHESTERFIELD,37.4665421,-77.6626501,Y
TX,TARRANT,32.7321113,-97.3445033,Y
PA,DELAWARE,39.8414402,-75.3873413,Y
FL,ALACHUA,29.6733498,-82.3376503,Y
MA,ESSEX,42.7118977,-71.1519999,Y
CA,SAN DIEGO,32.7576036,-117.1773453,Y
CA,SAN BERNARDINO,34.0652572,-117.2902941,Y
FL,ORANGE,28.451073,-81.412733,Y
GA,HOUSTON,32.4842791,-83.7185777,Y
TX,FORT BEND,29.5708506,-95.7622004,Y
PA,PHILADELPHIA,40.0808266,-75.0268883,Y
TX,HARRIS,29.782454,-95.3598333,Y
LA,ORLEANS,30.0292348,-89.9833808,Y
FL,PINELLAS,27.9683374,-82.7441121,Y
NY,BRONX,40.8255561,-73.9190064,Y
FL,PASCO,28.1896556,-82.3604249,Y
KY,PERRY,37.2458289,-83.1870003,Y
FL,ALACHUA,29.6610191,-82.3395211,Y
NJ,HUDSON,40.78639,-74.011708,Y
MI,WASHTENAW,42.2864311,-83.7136444,Y
MI,SAINT CLAIR,42.9109398,-82.4986671,Y
UT,SALT LAKE,40.642422,-111.938088,Y
MO,CLAY,39.192697,-94.5788059,Y
TN,DAVIDSON,36.0455752,-86.9556489,Y
NC,CUMBERLAND,35.081955,-79.00718,Y
VA,CHARLOTTESVILLE CITY,38.0561927,-78.5004546,Y
NC,GUILFORD,36.0865446,-79.786988,Y
NY,WESTCHESTER,41.057832,-73.8204941,Y
NM,SANDOVAL,35.6392,-105.9836,Y
TX,COLLIN,33.105528,-96.8165441,Y
PA,ALLEGHENY,40.3301217,-79.9500914,Y
NY,NEW YORK,40.7386288,-73.9851067,Y
IL,LAKE,42.2434868,-87.9585206,Y
CA,SAN LUIS OBISPO,35.2748961,-120.6460904,Y
CO,EL PASO,38.8328507,-104.8259357,Y
CA,LOS ANGELES,34.0519,-118.4721,Y
SD,LINCOLN,43.4887417,-96.7203838,Y
CA,SAN DIEGO,32.8004699,-116.9346886,Y
FL,CITRUS,28.9227439,-82.4639013,Y
FL,VOLUSIA,29.203717,-81.0280986,Y
PA,ALLEGHENY,40.427084,-80.056847,Y
MA,SUFFOLK,42.3575717,-71.0544169,Y
CA,NAPA,38.2962606,-122.2927461,Y
TN,DAVIDSON,36.1626638,-86.7816016,Y
MN,SAINT LOUIS,46.7998201,-92.13146,Y
NY,SUFFOLK,40.7249641,-73.2481314,N
CA,SANTA CLARA,37.3357269,-121.8869352,Y
CA,SANTA CLARA,37.4049705,-122.1402159,Y
PA,MONTGOMERY,40.121738,-75.045919,Y
CA,SAN LUIS OBISPO,35.574647,-120.779612,Y
MI,OAKLAND,42.6611961,-83.1314764,Y
NJ,BERGEN,41.0165542,-74.1048634,Y
TX,TARRANT,32.8962895,-97.5332335,Y
FL,PALM BEACH,26.6554097,-80.0744022,Y
IL,SHELBY,39.4057615,-88.8078392,Y
AR,PULASKI,34.747596,-92.3428468,Y
TX,DENTON,33.1547,-96.86,Y
TN,DAVIDSON,36.1527069,-86.8105671,Y
AL,WALKER,33.8403171,-87.2833913,Y
GA,FULTON,33.8421028,-84.4271959,Y
SC,CHARLESTON,32.8604057,-80.0460046,Y
AK,ANCHORAGE,61.1995,-149.824,Y
AL,LAWRENCE,34.4807707,-87.2908869,Y
CA,MERCED,37.2559581,-121.0007611,Y
MD,BALTIMORE CITY,39.2937837,-76.6094095,Y
TX,MONTGOMERY,30.2406974,-95.1579558,Y
MD,MONTGOMERY,38.9648926,-77.0882141,Y
NJ,ATLANTIC,39.4872406,-74.4586103,Y
KY,FAYETTE,38.0322549,-84.5089272,Y
LA,CALCASIEU,30.205237,-93.1969219,Y
GA,TOOMBS,32.2044,-82.3218,Y
MI,WAYNE,42.8053,-83.2497,N
MD,BALTIMORE CITY,39.281369,-76.61418,Y
PA,CHESTER,39.8653109,-75.6737869,Y
NV,CLARK,36.1598891,-115.1803935,Y
FL,PALM BEACH,26.7535148,-80.0698627,Y
TX,TARRANT,32.5828543,-97.1514011,N
NC,LENOIR,35.2702766,-77.5821355,Y
NY,SUFFOLK,40.7243,-73.2074877,Y
MI,WAYNE,42.3635022,-83.0758102,Y
VA,CUMBERLAND,37.270436,-78.4135591,Y
NY,QUEENS,40.6004564,-73.7539468,Y
MD,BALTIMORE CITY,39.2944859,-76.6567439,Y
WA,KING,47.3797836,-122.2853953,Y
NV,CLARK,36.146231,-115.1795396,Y
NY,KINGS,40.6451964,-74.0093388,Y
NV,CLARK,36.0395247,-114.9817213,Y
KY,MCCRACKEN,37.0103126,-88.5154922,Y
KY,JEFFERSON,37.9193,-85.9407,Y
CA,LOS ANGELES,34.0290553,-118.4791919,Y
NJ,BURLINGTON,40.0079821,-74.8465542,Y
CA,LOS ANGELES,33.787624,-118.2633746,Y
FL,SAINT LUCIE,27.297306,-80.271333,Y
TX,BELL,31.0957002,-97.3408938,Y
MA,BRISTOL,41.9448131,-71.2833095,Y
IL,COOK,42.0862979,-87.9851614,Y
KY,BOYLE,37.6206495,-84.7631531,Y
UT,SALT LAKE,40.7698752,-111.8355312,Y
FL,MARION,29.1693459,-82.1380568,Y
NJ,BERGEN,40.8443353,-74.0007935,Y
FL,HILLSBOROUGH,27.9414321,-82.5017689,Y
LA,CADDO,32.5027592,-93.7214828,Y
NY,WESTCHESTER,41.057832,-73.8204941,Y
NY,ALBANY,42.7580565,-73.7773591,Y
NY,QUEENS,40.719547,-73.803706,Y
TX,MONTGOMERY,30.130098,-95.445352,Y
MS,JACKSON,30.3885812,-88.6460305,N
CA,LOS ANGELES,34.1349286,-118.0431213,Y
CA,SAN DIEGO,32.8055755,-117.1502116,Y
CA,CONTRA COSTA,37.8944526,-122.0752723,Y
HI,HAWAII,19.7125178,-155.0783031,Y
CA,DEL NORTE,41.7732342,-124.1988806,N
SC,KERSHAW,34.2333016,-80.6722684,Y
NJ,ATLANTIC,39.6436572,-74.7834724,Y
PA,PHILADELPHIA,39.9761331,-75.2401237,Y
FL,PINELLAS,27.9180408,-82.7968509,Y
SC,RICHLAND,34.015115,-81.0033829,Y
PR,SAN JUAN,18.4275862,-66.0559399,Y
MA,MIDDLESEX,42.3627708,-71.1909962,Y
IN,HAMILTON,40.1758704,-86.0216521,Y
MD,MONTGOMERY,38.992147,-77.096419,Y
CT,HARTFORD,41.7779836,-72.6847573,Y
TN,SULLIVAN,36.4230328,-82.3205295,Y
FL,HILLSBOROUGH,27.795536,-82.336237,Y
CA,SANTA CLARA,37.3682691,-122.0824676,Y
CA,LOS ANGELES,34.1584792,-118.496341,Y
GA,STEPHENS,34.579533,-83.3189167,Y
CA,SAN DIEGO,32.7274593,-117.160413,Y
CA,LOS ANGELES,34.1639301,-118.2803209,Y
DE,NEW CASTLE,39.8139379,-75.509542,Y
PA,BUCKS,40.1594114,-75.0485658,Y
FL,ORANGE,28.60529,-81.3738392,Y
CA,LOS ANGELES,33.8280667,-118.1154682,Y
TX,HARRIS,29.7314245,-95.4938593,Y
FL,HILLSBOROUGH,28.0388088,-82.4825262,Y
NY,ALBANY,42.676976,-73.737551,Y
MD,CARROLL,39.6612134,-76.8849782,Y
WI,RACINE,42.8023155,-87.7891873,Y
PA,CENTRE,40.7991664,-77.8466442,Y
VA,PRINCE WILLIAM,37.2457131,-76.6534328,Y
MI,ST CLAIR,42.9488702,-82.4436234,Y
NM,BERNALILLO,35.057986,-106.5813804,Y
PA,CHESTER,40.0204718,-75.6541752,Y
NY,SUFFOLK,40.8315967,-73.4111007,Y
OH,BELMONT,40.1072302,-80.7111907,Y
NM,SANTA FE,35.6594865,-105.945416,Y
MI,WASHTENAW,42.2849096,-83.7333623,Y
MD,MONTGOMERY,39.024065,-77.1345845,Y
UT,WEBER,41.166505,-111.970566,Y
VT,FRANKLIN,44.914639,-72.796718,Y
CA,MONTEREY,36.6177374,-121.9166215,Y
CO,DENVER,39.7466215,-104.9678424,Y
TN,KNOX,35.9115818,-84.0802494,Y
MD,HARFORD,39.5429669,-76.091236,Y
PA,PHILADELPHIA,40.0263916,-75.1021207,Y
FL,MIAMI-DADE,25.848235,-80.1548075,Y
FL,VOLUSIA,28.957107,-81.2985693,Y
AR,BENTON,36.3480951,-94.1977428,Y
CA,LOS ANGELES,34.0568496,-118.3969356,Y
CA,LOS ANGELES,34.0533864,-118.4047633,Y
CA,PLACER,38.7345693,-121.2702675,Y
LA,EAST BATON ROUGE,30.3998496,-91.1098592,Y
NJ,UNION,40.6751305,-74.2134386,Y
LA,ST BERNARD PARISH,29.9588756,-89.98426,Y
CA,MERCED,37.2927359,-120.4745105,Y
PA,ALLEGHENY,40.458033,-79.9427477,Y
CA,ORANGE,33.7103268,-117.8856886,Y
VA,ROANOKE CITY,37.2515549,-79.9415139,Y
FL,LEE,26.5345858,-81.8516662,Y
TX,GALVESTON,29.5124729,-95.1842495,Y
MA,ESSEX,42.4650429,-70.9436238,Y
NJ,HUDSON,40.7160652,-74.0510152,Y
MD,BALTIMORE,39.3647413,-76.6671929,Y
CT,FAIRFIELD,41.1444127,-73.251912,Y
FL,PINELLAS,27.8184445,-82.6225338,Y
NY,SUFFOLK,40.8941373,-73.3079794,Y
LA,CALCASIEU,30.452175,-93.4379535,Y
WI,OUTAGAMIE,44.248344,-88.4025622,Y
NC,CUMBERLAND,35.0576719,-78.9003848,Y
GA,BIBB,32.816008,-83.703771,Y
MI,WASHTENAW,42.2373778,-83.6018742,Y
UT,CACHE,41.7135749,-111.8298898,Y
NY,NASSAU,40.7896132,-73.6437789,Y
PA,NORTHUMBERLAND,40.7896336,-76.539656,Y
NY,QUEENS,40.5985989,-73.7535776,Y
OK,TULSA,36.0664923,-95.9219948,Y
VA,ALEXANDRIA CITY,38.8133152,-77.1365171,Y
CA,SANTA CRUZ,36.992828,-122.018133,Y
FL,LAKE,28.8187332,-81.7150619,Y
NY,QUEENS,40.7231285,-73.7677735,Y
OH,MONTGOMERY,39.625316,-84.1990981,Y
CA,RIVERSIDE,33.7893582,-116.405406,Y
MI,MUSKEGON,43.2346622,-86.235562,Y
MA,BRISTOL,41.6877548,-71.1667023,Y
TN,MONTGOMERY,36.5856,-87.3944,Y
VA,CHESTERFIELD,37.3823369,-77.505999,Y
MD,MONTGOMERY,39.1040358,-77.0199675,Y
KS,ATCHISON,39.5653927,-95.1232971,Y
IL,COOK,42.0657803,-88.1539163,Y
FL,BROWARD,25.9856105,-80.1245389,Y
FL,PINELLAS,27.8664846,-82.7861339,Y
MN,RAMSEY,45.0807788,-93.2192765,Y
MA,MIDDLESEX,42.2884962,-71.4238834,Y
AL,SHELBY,33.1119613,-86.8586439,Y
CA,RIVERSIDE,33.7470252,-116.9991307,Y
TX,COLLIN,33.109781,-96.8153804,Y
PA,PHILADELPHIA,39.9479863,-75.1618801,Y
NV,CLARK,36.1455712,-115.2161212,Y
VA,NORFOLK CITY,36.855022,-76.233221,Y
MI,OAKLAND,42.6235878,-83.2481961,Y
AZ,MARICOPA,33.4828551,-112.0058586,Y
NY,SUFFOLK,40.8269922,-73.2005517,Y
CA,EL DORADO,38.6358834,-121.0627571,Y
TN,NORTHUMBERLAND,36.5771838,-82.3620852,Y
CA,SAN FRANCISCO,37.7979021,-122.4358035,Y
NM,SANTA FE,35.617038,-106.031863,Y
TX,HARRIS,29.735516,-95.433786,Y
TX,HARRIS,30.0234704,-95.4380472,Y
MA,FRANKLIN,42.6036433,-72.7349535,Y
NJ,UNION,40.7017473,-74.2870243,Y
OK,OKLAHOMA,35.4070154,-97.5495508,Y
FL,SUMTER,28.9245562,-82.0031163,Y
TX,JASPER,30.6459015,-93.8985085,Y
MD,BALTIMORE CITY,39.2908132,-76.6177593,Y
LA,JEFFERSON,29.8906096,-90.0944622,Y
MD,WASHINGTON,39.6339587,-77.7264076,Y
AZ,PIMA,32.2893117,-110.9584407,Y
VA,YORK,37.3139863,-76.730845,Y
NY,NASSAU,40.7743715,-73.7330024,Y
IN,HAMILTON,39.785043,-85.7694226,Y
MD,GARRETT,39.4065608,-79.4068438,Y
IN,ALLEN,41.1655653,-85.1663201,Y
CA,SAN FRANCISCO,37.7817222,-122.3988969,Y
WV,BERKELEY,39.455194,-77.9618302,Y
NJ,BERGEN,40.929545,-74.069846,Y
AZ,MARICOPA,33.4639852,-112.060026,Y
FL,HILLSBOROUGH,28.0249322,-82.4906102,N
NY,SUFFOLK,40.8547985,-73.1791894,Y
TX,FORT BEND,29.5458608,-95.7701857,Y
CA,IMPERIAL,32.6674127,-115.4931136,Y
NJ,MORRIS,40.867118,-74.394401,Y
CA,ORANGE,33.8782041,-117.9848921,Y
CA,RIVERSIDE,33.9487284,-117.3960951,Y
NJ,HUDSON,40.6676953,-74.1154015,Y
NJ,MIDDLESEX,40.3745514,-74.5125036,Y
NJ,UNION,40.6590581,-74.1975136,Y
NJ,MORRIS,40.7931336,-74.4791454,Y
NY,BRONX,40.8855317,-73.9063586,N
GA,HOUSTON,32.6273736,-83.641784,Y
FL,MIAMI-DADE,25.6870977,-80.3639479,Y
NJ,ESSEX,40.7287636,-74.1615442,Y
MA,ESSEX,42.7461552,-71.1364499,Y
NY,NEW YORK,40.7242579,-73.9971896,Y
MI,MACOMB,42.567429,-83.087875,Y
IN,LAKE,41.4207482,-87.2228744,Y
CA,SOLANO,38.046591,-122.161082,Y
TX,TARRANT,32.7446667,-97.337225,Y
MI,OAKLAND,42.4822456,-83.2222835,Y
NY,NEW YORK,40.7334137,-73.9978624,Y
FL,HERNANDO,28.5309645,-82.5121151,Y
CA,SAN DIEGO,32.6979001,-117.1723124,Y
NY,ORANGE,41.4629664,-74.4278539,Y
PR,CAROLINA,18.2388462,-66.2112256,Y
MI,MACOMB,42.6104189,-82.9540843,Y
TX,HARRIS,29.7522586,-94.9778721,Y
OK,POTTAWATOMIE,35.3591408,-96.9129894,Y
CA,VENTURA,34.1829688,-118.9043483,Y
GA,HOUSTON,32.6277525,-83.6419505,Y
CA,CONTRA COSTA,37.8818142,-122.1858484,Y
NJ,ESSEX,40.7230026,-74.2961459,Y
IL,WILL,41.525031,-88.0817251,Y
TX,BRAZOS,30.6505689,-96.3460808,Y
OH,MAHONING,41.0235699,-80.6906957,Y
NV,CLARK,36.1193208,-115.2253663,Y
GA,HENRY,33.5125964,-84.2314901,Y
SC,ANDERSON,34.7851489,-82.474633,Y
PA,BERKS,40.3418228,-76.0036172,Y
NY,WESTCHESTER,41.0509885,-73.770148,Y
NY,NASSAU,40.7141007,-73.7036169,Y
FL,MIAMI-DADE,25.7873541,-80.2131804,N
CA,ALAMEDA,37.6999476,-121.9372672,Y
GA,TOWNS,34.9504985,-83.7527064,Y
NY,NASSAU,40.7517974,-73.991693,Y
FL,ST LUCIE,27.3103523,-80.4022866,Y
PR,SAN JUAN,18.4472428,-66.0739829,Y
OR,MARION,44.9133749,-123.029595,Y
WA,KITTITAS,47.000356,-120.5421058,Y
OR,POLK,44.918184,-123.3104791,Y
PA,CHESTER,40.0495817,-75.4123709,Y
TN,HAWKINS,36.2522734,-83.0831903,Y
FL,PALM BEACH,26.7268288,-80.0851063,Y
OH,MONTGOMERY,39.747226,-84.199403,Y
OH,MONTGOMERY,39.7471744,-84.1990578,Y
SC,ANDERSON,34.547416,-82.676401,Y
IL,COOK,41.6757347,-87.7999302,Y
WA,KING,47.290979,-122.3189451,Y
LA,OUACHITA,32.5016,-92.1123,Y
MA,BRISTOL,41.7149416,-71.1361162,Y
CT,FAIRFIELD,41.1380315,-73.3636164,Y
MD,BALTIMORE CITY,39.3579188,-76.5867712,Y
NY,BRONX,40.8519708,-73.8282369,Y
SC,KERSHAW,34.2333016,-80.6722684,Y
FL,ORANGE,28.5385558,-81.279977,Y
TX,HARRIS,29.5413969,-95.1224877,Y
PA,PHILADELPHIA,39.9563704,-75.1623294,Y
AR,CRAIGHEAD,35.8351633,-90.6935785,Y
OH,MAHONING,41.1122392,-80.7101264,Y
CA,LOS ANGELES,33.8385365,-118.3593143,Y
PR,SABANA GRANDE,18.0777392,-66.9604549,Y
CA,SAN FRANCISCO,37.7823952,-122.505264,Y
IN,DELAWARE,40.194654,-85.4172033,Y
NY,KINGS,40.6781784,-73.9441579,Y
OH,LUCAS,41.667317,-83.667569,Y
MS,FORREST,31.364227,-89.306967,Y
TX,COLLIN,33.0711088,-96.7706143,Y
MN,HENNEPIN,44.9015633,-93.2057649,Y
MA,BRISTOL,41.9717959,-71.1769018,Y
AL,HOUSTON,31.2017849,-85.4351057,Y
MO,JACKSON,39.0640323,-94.5267622,Y
IL,WILL,41.5902914,-87.8803406,Y
CA,LOS ANGELES,34.1471855,-118.6986165,Y
FL,HERNANDO,28.4585922,-82.6250607,Y
IL,MADISON,38.7014032,-90.1442611,Y
TX,TARRANT,32.7257249,-97.119773,Y
NC,BUNCOMBE,35.5853051,-82.5519327,Y
CT,NEW HAVEN,41.5613412,-73.0638482,Y
CA,SAN FRANCISCO,37.7748567,-122.4330105,Y
GA,FAYETTE,33.4499535,-84.5082949,Y
NJ,BERGEN,40.8432201,-73.9771948,Y
NY,KINGS,40.6552459,-73.945734,Y
OH,LAWRENCE,38.5319454,-82.6686658,Y
WA,SNOHOMISH,47.8021984,-122.3348797,Y
PA,ALLEGHENY,40.3817526,-80.0453812,Y
VA,STAFFORD,38.4552299,-77.406592,Y
OK,OTTAWA,36.8726112,-94.8804779,Y
MI,SAINT CLAIR,42.9668725,-82.4326608,Y
PA,DELAWARE,39.849341,-75.369589,Y
LA,LINCOLN PARISH,32.5176592,-92.63358,Y
VA,CHESTERFIELD,37.3823369,-77.505999,Y
VA,CHESTERFIELD,37.3823369,-77.505999,Y
NY,ERIE,42.9300423,-78.8495034,Y
VA,FAIRFAX,38.8661301,-77.2382701,Y
NY,SUFFOLK,40.8603547,-73.0745036,Y
